Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
200358,2020,Madison,92 BRADLEY CORNERS RD,269300,475000,0.5669,Residential,Single Family
20160,2020,Thompson,2 BLASH RD,74700,180000,0.415,Residential,Single Family
2000464,2020,Cheshire,37 STRATTON DR,220010,500000,0.44,Residential,Single Family
200610,2020,Greenwich,364 CEDAR CLIFF ROAD,1610770,3695000,0.4359,Residential,Single Family
200031,2020,Beacon Falls,701 BURTON ROAD,211920,358000,0.5919,Residential,Single Family
20221,2020,Burlington,288 JEROME AVE,185850,260920,0.7122,Residential,Single Family
200184,2020,East Lyme,17 ROSE LN,352800,570000,0.6189,Residential,Single Family
200179,2020,Greenwich,100 CAT ROCK ROAD,1287440,2000000,0.6437,Residential,Single Family
200371,2020,Avon,34 SKY VIEW DRIVE,1754680,2700000,0.6498,Residential,Single Family
200061,2020,Killingworth,44 BOULDER TRAIL,28330,64000,0.4426,Residential,Single Family
20034,2020,Eastford,27 GENERAL LYON RD,111580,145000,0.7695,Residential,Single Family
201370,2020,Danbury,136 PEMBROKE RD 2-12,118100,259900,0.4544,Residential,Condo
2020045,2020,Berlin,66 GLENBROOK ROAD,165700,265000,0.6252,Residential,Single Family
200403,2020,East Lyme,249 OLD BLACK PT RD,2083410,6568750,0.3172,Residential,Single Family
20860,2020,Hartford,257 TOWER AVE,83754,245000,0.3418,Residential,Single Family
200431,2020,East Lyme,19 BAYVIEW AVE,323330,750000,0.4311,Residential,Single Family
200142,2020,Killingly,50 CUTLER RD,275940,450000,0.6132,Residential,Single Family
201497,2020,Greenwich,25 LINCOLN AVENUE,855820,40000,21.3955,Residential,Single Family
2000392,2020,Bloomfield,3 HIRAM LANE,137830,250000,0.5513,Residential,Single Family
200333,2020,Farmington,11 CARDINAL DR,118260,190000,0.6224,Residential,Condo
200016,2020,Columbia,9 HOMESTEAD LANE,281800,480000,0.587,Residential,Single Family
20821,2020,East Hartford,31 HIGH ST #11308,65090,125000,0.5207,Residential,Condo
200843,2020,Manchester,35 LOCKWOOD STREET,94900,200000,0.4745,Residential,Single Family
200263,2020,Colchester,13 RUDDEN LN,138400,290000,0.4772,Residential,Single Family
20063,2020,Lebanon,COOK HILL RD (213-24),68140,400000,0.1703,Vacant Land,Single Family
200130,2020,Bristol,36 ALLEN ST,129080,251200,0.5138,Residential,Condo
200013,2020,East Haven,132 MCLAY AVE,160990,220000,0.7317,Residential,Single Family
200034,2020,Bridgewater,245 SKYLINE RIDGE ROAD,598000,1994000,0.2998,Residential,Single Family
200522,2020,Guilford,MURRAY LN,109970,177500,0.6195,Vacant Land,Single Family
201282,2020,Bristol,355 FERN HILL RD,197680,326000,0.6063,Residential,Single Family
20080,2020,Bethel,1 SUNSET HILL ROAD,289800,585000,0.4953,Residential,Single Family
201793,2020,Greenwich,28 DAIRY ROAD,3531920,4250000,0.831,Residential,Single Family
200166,2020,Cromwell,91 EVERGREEN ROAD,141470,240000,0.5894,Residential,Single Family
200049,2020,Greenwich,30 SAWMILL LANE,1282890,1800000,0.7127,Residential,Single Family
200733,2020,Farmington,34 BRENTWOOD DRIVE,281570,491000,0.5734,Residential,Single Family
200035,2020,Hebron,40 INDIAN FIELD RD,188220,360000,0.5228,Residential,Single Family
200516,2020,Farmington,52 FOREST ST,160630,175700,0.9142,Residential,Two Family
200113,2020,Essex,85 RIVER RD UNIT  E-4,127700,237000,0.5388,Residential,Condo
200912,2020,Manchester,520 TOLLAND TURNPIKE,115400,235000,0.491,Residential,Single Family
200476,2020,Bristol,24 MISSAL AVE,114240,210000,0.544,Residential,Single Family
2020094,2020,Berlin,215 BROOKE MEADOW ROAD,285100,414900,0.6871,Residential,Single Family
200466,2020,Danbury,22 FIFTH AV,346400,620000,0.5587,Residential,Three Family
20310,2020,Bethel,2 CHESTNUT STREET,233660,560000,0.4172,Residential,Single Family
200248,2020,East Haddam,11 LUMBERYARD RD,134930,257000,0.525,Residential,Single Family
200294,2020,East Haven,242 COSEY BEACH AVE,381260,510000,0.7475,Residential,Single Family
20699,2020,East Hartford,100 PRESTIGE PARK RD,803950,1950822,0.4121,Commercial,Single Family
200031,2020,Coventry,923 FLANDERS RD,145300,260000,0.5588,Residential,Single Family
200124,2020,Groton,118 BOARDWALK,850850,1550000,0.5489,Residential,Single Family
200367,2020,Branford,155 TURTLE BAY DR,181800,160000,1.1362,Residential,Condo
200085,2020,Groton,63 ATLANTIC AVE,592480,1002500,0.591,Residential,Single Family
201433,2020,Danbury,3 BRIGHTON ST,160200,215000,0.7451,Residential,Single Family
200661,2020,Farmington,19-C GREENBRIAR DR,111940,215000,0.5206,Residential,Condo
20217,2020,Burlington,52 MAIN ST,178780,370000,0.4831,Residential,Single Family
200162,2020,Farmington,18 FAIRLAWN ST,169640,306970,0.5526,Residential,Single Family
201607,2020,Danbury,37 KOHANZA ST,49800,130000,0.383,Residential,Condo
200395,2020,Guilford,240 SO UNION ST,163980,280000,0.5856,Residential,Single Family
201004,2020,Griswold,7 BROWNING ROAD,97790,150075,0.6516,Residential,Single Family
200270,2020,Canton,1 DEER RUN ROAD,247840,440000,0.5633,Residential,Single Family
20111,2020,East Hartford,67 HUCKLEBERRY RD,109670,245000,0.4476,Residential,Single Family
201066,2020,Griswold,36 BROWNING RD,209510,290000,0.7224,Residential,Single Family
200095,2020,Kent,404 SEGAR MTN RD,363900,675000,0.5391,Residential,Two Family
20000221,2020,Brookfield,14 DOUGLAS DR,127000,225000,0.5644,Residential,Condo
200343,2020,Enfield,14 OVERHILL RD,134100,270000,0.4966,Residential,Single Family
200391,2020,East Haven,114 HIGH ST,225870,55000,4.1067,Residential,Single Family
200158,2020,Guilford,65 JANEWAY DR,231680,359900,0.6437,Residential,Single Family
200361,2020,Danbury,32 CONCORD RD,177600,220000,0.8072,Residential,Single Family
20374,2020,East Hartford,97 WINDING LN,79750,160000,0.4984,Residential,Single Family
200101,2020,Groton,360 MERIDIAN ST U6,115360,199900,0.577,Residential,Condo
200406,2020,Avon,25 CANTERBURY LANE,153580,280000,0.5485,Residential,Condo
200046,2020,Bristol,53-55 KELLEY ST,127780,272500,0.4689,Residential,Four Family
201252,2020,Bristol,16 CARDINAL DR,0,230000,0,Residential,Single Family
200762,2020,Bristol,269 BROOK ST,112140,206000,0.5443,Residential,Single Family
20000082,2020,Granby,6 MORNINGSIDE DR,204820,340000,0.6024,Residential,Single Family
200414,2020,Killingly,103 RODGERS RD,192990,395000,0.4885,Residential,Single Family
200241,2020,Bristol,181 SHERBROOKE ST UN 30 AKA F-,69720,121000,0.5761,Residential,Condo
201053,2020,Bristol,181 SHERBROOKE ST UN 27,69090,127500,0.5418,Residential,Condo
20157,2020,East Hartford,57 SPAULDING CIR,110200,188200,0.5855,Residential,Single Family
200525,2020,Bristol,10 GARDEN TERRACE,118860,160000,0.7428,Residential,Single Family
200863,2020,Glastonbury,2130 & E/63 MAIN ST,270400,465000,0.5815,Residential,Single Family
20387,2020,Bethel,17 CAWLEY AVENUE,174370,380000,0.4588,Residential,Single Family
200363,2020,Guilford,379 WHITFIELD ST AS2650,28650,75000,0.382,Residential,Condo
200169,2020,Enfield,32 QUALL HOLLOW,173090,280000,0.6181,Residential,Condo
200489,2020,Madison,671 OPENING HILL RD,190600,265000,0.7192,Residential,Single Family
200245,2020,Branford,30 HOWD AVE,181600,201000,0.9035,Residential,Single Family
20081,2020,Hartford,35 ZION ST,72660,260000,0.2794,Residential,Three Family
201576,2020,Danbury,8 SMITH ST,318100,547000,0.5815,Residential,Three Family
200000297,2020,Brookfield,3 CROSS ROAD,238660,275000,0.8679,Residential,Single Family
200404,2020,Bristol,295 REDSTONE HILL RD UN 2,41230,72000,0.5726,Residential,Condo
200386,2020,Madison,22 WILLIAMSBURG CIR,419800,680000,0.6173,Residential,Single Family
200228,2020,Enfield,43 OAKWOOD ST,123850,227500,0.5443,Residential,Single Family
200115,2020,Bethany,28 SPERRY RD,234600,408000,0.575,Residential,Single Family
200040,2020,Colchester,39 FARMWOOD DR,213000,479900,0.4438,Residential,Single Family
2020219,2020,Ansonia,25 EAGLE ST,76700,219000,0.3502,Residential,Single Family
200069,2020,Easton,20 PHEASANT LANE,518780,882000,0.5881,Residential,Single Family
200055,2020,Cromwell,31 CHESTNUT COURT,97160,169800,0.5722,Residential,Condo
200225,2020,Groton,0 ALLYN ST LOT 4 & 0 ALLYN ST,108080,28750,3.7593,Vacant Land,Condo
2020261,2020,Berlin,207 TREE HILL RD,272800,475000,0.5743,Residential,Single Family
2000016,2020,Cheshire,835 WARD LANE,170330,245000,0.6952,Residential,Single Family
200183,2020,Greenwich,521 ROUND HILL ROAD,13084120,14685000,0.8909,Residential,Single Family
200122,2020,Hebron,55 SENATE BROOK DR,233770,422500,0.5533,Residential,Single Family
200412,2020,Enfield,55 YALE DR,92290,216000,0.4272,Residential,Single Family
200074,2020,Columbia,33 CHERRY VALLEY ROAD,149100,292500,0.5097,Residential,Single Family
201335,2020,Bristol,36-38 PARK ST,130380,310000,0.4205,Residential,Two Family
20374,2020,Darien,46 CEDAR GATE,1610000,2180000,0.7385,Residential,Single Family
20553,2020,Hartford,115 ZION ST,55405,230000,0.2408,Residential,Two Family
200295,2020,Colchester,95 LINDSEY RD,209300,410000,0.5104,Residential,Single Family
20206,2020,Hartford,2 CLAY ST,46620,125000,0.3729,Residential,Two Family
20000097,2020,Granby,45 WELLS RD,240450,388000,0.6197,Residential,Single Family
20000077,2020,Granby,193 SILVER ST,57750,405000,0.1426,Residential,Single Family
20372,2020,Bethel,37 GREENWOOD AVENUE,174440,400000,0.4361,Residential,Single Family
200206,2020,Avon,39 MONTEVIDEO RD,386460,665000,0.5811,Residential,Single Family
200870,2020,Bristol,789 WOLCOTT ST,105880,220000,0.4812,Residential,Single Family
200021,2020,Killingworth,66 ROUTE 80,210243,144000,1.46,Residential,Single Family
200159,2020,Greenwich,6 KEOFFERAM ROAD,2443630,3865000,0.6322,Residential,Single Family
200565,2020,Branford,16B COMMONS,70900,143000,0.4958,Residential,Condo
200023,2020,Easton,97 TRANQUILITY DRIVE,533930,619000,0.8625,Residential,Single Family
20189,2020,Burlington,29 COVEY RD UNIT 15,0,329900,0,Residential,Condo
200308,2020,Guilford,492 COUNTY RD,222890,350000,0.6368,Residential,Single Family
201348,2020,Greenwich,23 SOUND BEACH AVENUE,793590,1300000,0.6104,Residential,Single Family
200980,2020,Bristol,195 PERKINS ST,136780,215000,0.6361,Residential,Single Family
201417,2020,Danbury,33 BRENTWOOD CI,18200,550812,0.033,Residential,Condo
20258,2020,Hartford,57 GOODWIN CIR #035I,123900,332500,0.3726,Residential,Condo
200036,2020,Harwinton,54 SILANO DR,192260,295000,0.6517,Residential,Single Family
200110,2020,East Granby,48 HEMLOCK ROAD,166100,345000,0.4814,Residential,Single Family
20139,2020,East Hartford,11-13 BIDWELL AVE,135610,258000,0.5256,Residential,Three Family
200831,2020,Bristol,150 SUNNYDALE AVE,241710,425000,0.5687,Residential,Single Family
201082,2020,Hartford,143 FRANKLIN AVE & 147 FRANKLI,94920,85000,1.1167,Commercial,Single Family
20114,2020,Derby,MINERVA ST,9520,10000,0.952,Vacant Land,Single Family
201168,2020,Manchester,16 LAWTON ROAD UNIT 25,56500,120000,0.4708,Residential,Condo
200523,2020,Madison,15 PROSPECT ST,350500,575000,0.6095,Residential,Single Family
200289,2020,Manchester,300 CHARTER OAK STREET,143700,290000,0.4955,Residential,Two Family
200677,2020,Manchester,31M GARDEN DRIVE,31000,57000,0.5438,Residential,Condo
200015,2020,Bristol,45 WOODYBROOK RD,155050,250000,0.6202,Residential,Single Family
200048,2020,Colchester,80 WILLIAMS RD,197900,230000,0.8604,Residential,Two Family
200056,2020,Goshen,537 EAST HYERDALE DRIVE,288500,485000,0.5948,Residential,Single Family
2020184,2020,Berlin,35 COBBLESTONE RD,205900,350000,0.5882,Residential,Single Family
201250,2020,Hartford,26 GROTON ST,106502,309000,0.3446,Residential,Three Family
2011344,2020,Griswold,81 OSGA LANE,4620,385000,0.012,Vacant Land,Three Family
20000048,2020,Granby,20 GRANBY FARMS RD,203070,369900,0.5489,Residential,Single Family
20017,2020,Bolton,37 CASTLEROCK  LANE,429800,575000,0.7474,Residential,Single Family
200119,2020,Harwinton,67 ROCKY RD EAST,94110,178000,0.5287,Residential,Single Family
20069,2020,Ashford,ASHFORD LAKE DR MAP 56/6+,40100,65000,0.6169,Vacant Land,Single Family
200662,2020,Groton,30 WOODLAND DR EAST,97230,305000,0.3188,Residential,Single Family
200363,2020,Colchester,452 AMSTON RD,171500,54962,3.1203,Residential,Single Family
20082,2020,Derby,51 PRAIRIE AVE,129150,215000,0.6006,Residential,Single Family
200503,2020,Danbury,9 GRANDVIEW DR,168100,380000,0.4423,Residential,Single Family
200084,2020,Branford,38 MILL CREEK RD,209300,352000,0.5946,Residential,Single Family
20013,2020,Lisbon,8 GAVIN WAY,219810,380000,0.5784,Residential,Single Family
201171,2020,Danbury,7 WILDERSWOOD WA,324700,600000,0.5411,Residential,Condo
200823,2020,Manchester,72 PITKIN STREET,117800,253000,0.4656,Residential,Single Family
200482,2020,East Haven,48 DAVID DR,130140,252000,0.5164,Residential,Single Family
200893,2020,Greenwich,13 CROSS STREET,334670,675000,0.4958,Residential,Single Family
20118,2020,Hartford,61 GOODRICH ST,48825,187500,0.2604,Residential,Single Family
200135,2020,Hebron,78 KINNEY RD,181750,260000,0.699,Residential,Single Family
20192,2020,Bethel,4 AUNT PATTYS LANE WEST,120190,170000,0.707,Vacant Land,Single Family
20000006,2020,Granby,108 PHEASANT LN,269290,375980,0.7162,Residential,Single Family
200312,2020,Danbury,50 DIVISION ST,256000,275000,0.9309,Commercial,Single Family
201540,2020,Greenwich,11 GREENWICH COVE DRIVE,1097250,1814000,0.6048,Residential,Single Family
200328,2020,Bristol,505 EMMETT ST UN 14,26880,74900,0.3588,Residential,Condo
20334,2020,East Hartford,479 BREWER ST,93190,169000,0.5514,Residential,Single Family
200565,2020,Bristol,84 EASTWOOD RD,166110,315000,0.5273,Residential,Single Family
200105,2020,Cromwell,10 MARGO COURT,85750,149900,0.572,Residential,Condo
200892,2020,Greenwich,50 LAFAYETTE PLACE UN1I,195790,315000,0.6215,Residential,Condo
20116,2020,Hartford,30 WOODLAND ST #006A,13335,30000,0.4445,Residential,Condo
20541,2020,East Hartford,50 HUCKLEBERRY RD,110330,235000,0.4694,Residential,Single Family
20014,2020,East Hartford,5 SUMMERSET DR,136020,281000,0.484,Residential,Single Family
200466,2020,Branford,99 WILCOX ESTATES,313800,496500,0.632,Residential,Condo
20797,2020,Hartford,158 MARTIN ST,66605,180000,0.37,Residential,Three Family
200669,2020,Glastonbury,93 CHAPMAN DR,293300,620000,0.473,Residential,Single Family
2000380,2020,Bloomfield,140 THISTLE POND DRIVE,151200,279900,0.5401,Residential,Condo
200149,2020,Farmington,77 GARDEN GATE,480880,760000,0.6327,Residential,Single Family
200618,2020,Manchester,29 LYNDALE STREET,135900,251000,0.5414,Residential,Two Family
201084,2020,Manchester,470 BRIARWOOD DRIVE,262700,455000,0.5773,Residential,Single Family
200253,2020,Enfield,HAMLET B11UC,91220,170000,0.5365,Residential,Single Family
200116,2020,East Lyme,21 ATTAWAN RD,212590,399900,0.5316,Residential,Single Family
200304,2020,Manchester,241 BIRCH MOUNTAIN ROAD,131300,250000,0.5252,Residential,Single Family
200079,2020,East Haven,271 TYLER ST,145820,257000,0.5673,Residential,Single Family
200366,2020,Colchester,116 BROADWAY,162000,300000,0.54,Residential,Three Family
201090,2020,Manchester,172 MAPLE STREET,134600,300000,0.4486,Residential,Two Family
200125,2020,Avon,137 BURNHAM ROAD,199660,280000,0.713,Residential,Single Family
200028,2020,Chester,22 WATERHOUSE LA,419890,630000,0.6664,Residential,Single Family
201350,2020,Greenwich,297 ROUND HILL ROAD,2895550,3395000,0.8528,Residential,Single Family
200370,2020,Glastonbury,178 CONESTOGA WAY,136100,256000,0.5316,Residential,Condo
20117,2020,Derby,27 ACADEMY HILL RD,197820,375000,0.5275,Residential,Two Family
201158,2020,Danbury,9 PEARL ST,198300,470000,0.4219,Residential,Three Family
20084,2020,Barkhamsted,1 WOOD RIDGE DR,125820,308000,0.4085,Residential,Single Family
200202,2020,Hebron,38 LONDON RD,147140,325000,0.4527,Residential,Single Family
200182,2020,Easton,169 WESTPORT ROAD,362500,805000,0.4503,Residential,Single Family
200071,2020,East Windsor,81 MAIN ST,106820,150150,0.7114,Residential,Single Family
200343,2020,Glastonbury,87 TRYON ST,159000,250000,0.636,Residential,Single Family
200849,2020,Enfield,91 CANDLEWOOD,93400,202000,0.4623,Residential,Condo
200086,2020,Bloomfield,15 HAWTHORNE LANE,78610,145000,0.5421,Residential,Condo
200488,2020,Greenwich,195 HAMILTON AVENUE,575820,400000,1.4395,Residential,Three Family
200003,2020,Cheshire,352 PATTON DR,307500,522119,0.5889,Residential,Single Family
200402,2020,Groton,24 ALPHA AVE,132160,287500,0.4596,Residential,Single Family
2020013,2020,Berlin,98 THOMPSON RD,206500,355000,0.5816,Residential,Single Family
200045,2020,East Lyme,175 W MAIN ST,134610,250000,0.5384,Residential,Single Family
200179,2020,Bristol,30 MARION ST,96250,139000,0.6924,Residential,Single Family
200245,2020,Groton,120 SMITH ST,71750,80000,0.8968,Residential,Single Family
2020361,2020,Ansonia,5 BIRCHWOOD DR,203700,335000,0.608,Residential,Single Family
200713,2020,Danbury,42 MIRY BROOK #28,6900,17500,0.3942,Residential,Single Family
200001,2020,Bethlehem,366 MUNGER LANE,127800,150000,0.852,Residential,Single Family
200059,2020,East Lyme,46/48/50R LOVERS LANE,215320,84500,2.5482,Vacant Land,Single Family
200027,2020,Branford,137 FLORENCE RD 1C,82800,133500,0.6202,Residential,Condo
200691,2020,Bristol,194 OAKRIDGE RD,333550,490000,0.6807,Residential,Single Family
201153,2020,Greenwich,5 GLEN STREET UN304,399140,337500,1.1826,Residential,Single Family
201374,2020,Cromwell,4 WILLOWBROOK RD,215600,600000,0.3593,Commercial,Single Family
200131,2020,Litchfield,23 E LITCHFIELD RD SO,93850,157500,0.5958,Residential,Single Family
200166,2020,East Windsor,46 OAK ST,85980,45000,1.9106,Residential,Single Family
2020049,2020,Ansonia,26 BERKSHIRE RD,111200,216000,0.5148,Residential,Single Family
201136,2020,Greenwich,40 ETTLE LANE UN 5,492730,800000,0.6159,Residential,Condo
200320,2020,Coventry,33 GOOSE LN,130300,230000,0.5665,Residential,Single Family
201125,2020,Hartford,133 ROOSEVELT ST,107861,320000,0.337,Residential,Three Family
201127,2020,Hartford,151 TREMONT ST,143951,455000,0.3163,Residential,Single Family
20015,2020,Bethel,57 CHESTNUT STREET,194110,365000,0.5318,Residential,Single Family
200773,2020,Glastonbury,32 CRESTDALE RD,182800,380000,0.481,Residential,Single Family
201317,2020,Bristol,25 MOHICAN LN,114310,230000,0.497,Residential,Single Family
20004,2020,Colebrook,95 PINNEY STREET,177710,185000,0.9606,Residential,Single Family
200065,2020,Manchester,19 CLIFFSIDE DRIVE,84800,156000,0.5435,Residential,Condo
200371,2020,Groton,17 WATER ST UNIT DB,273560,720000,0.3799,Residential,Condo
2000217,2020,Cheshire,62 CEDAR LANE,148370,213000,0.6965,Residential,Single Family
201311,2020,Danbury,14 MOUNTAINVILLE RD,122000,210000,0.5809,Residential,Single Family
200084,2020,Madison,9 SUNRISE LN,348700,550000,0.634,Residential,Single Family
200464,2020,Farmington,2+8234 MT SPRING RD,546190,780000,0.7002,Residential,Single Family
